date,subways_total_estimated_ridership,subways_%_of_comparable_pre_pandemic_day,buses_total_estimated_ridership,buses_%_of_comparable_pre_pandemic_day,lirr_total_estimated_ridership,lirr_%_of_comparable_pre_pandemic_day,metro_north_total_estimated_ridership,metro_north_%_of_comparable_pre_pandemic_day,access_a_ride_total_scheduled_trips,access_a_ride_%_of_comparable_pre_pandemic_day,bridges_and_tunnels_total_traffic,bridges_and_tunnels_%_of_comparable_pre_pandemic_day,staten_island_railway_total_estimated_ridership,staten_island_railway_%_of_comparable_pre_pandemic_day,weekday,is_weekend,total_ridership,pct_change_vs_2019,outlier
2021-12-21,2697325,51,1299476,65,124376,39,97141,35,21656,74,866595,98,5772,37,1,0,4245746,4332393.877551021,0
2021-12-22,2634565,49,1252621,63,117678,37,92941,33,21673,74,878197,99,5594,36,2,0,4125072,4166739.3939393936,0
2021-12-23,2486489,47,1166953,58,118388,37,97238,35,19335,66,899513,102,5000,32,3,0,3893403,3817061.7647058824,0
2021-12-24,1575449,62,746809,76,97408,91,81055,75,12009,67,738612,93,2289,67,4,0,2515019,2704321.505376344,0
2021-12-25,810937,24,329549,26,39466,31,31575,20,9021,52,582582,66,1008,20,5,1,1221556,1850842.4242424243,0
2021-12-26,1284738,51,518897,53,56467,53,51478,48,8744,49,673477,85,1746,51,6,1,1922070,2261258.823529412,0
2021-12-27,2007649,38,890096,44,108463,34,89427,32,14952,51,744547,84,4026,26,0,0,3114613,3707872.619047619,0
2021-12-28,2168419,41,953933,48,109904,35,89719,32,16736,57,764364,86,4372,28,1,0,3343083,3887305.8139534886,0
2021-12-29,2167077,41,921562,46,105898,34,92605,33,16859,58,768653,87,3996,26,2,0,3307997,3802295.40229885,0
2021-12-30,2198415,41,928012,46,110101,35,90827,33,16177,55,804654,91,3944,25,3,0,3347476,3678545.054945055,0
2021-12-31,1627589,64,699749,71,96699,91,85232,79,11498,64,628305,79,2270,67,4,0,2523037,3193717.7215189873,0
2022-01-01,1027918,38,350845,29,33980,35,30341,23,4904,34,498515,65,1262,31,5,1,1449250,2229615.384615385,0
2022-01-02,1219735,58,475096,52,49155,59,42587,47,8383,62,624655,92,1571,57,6,1,1796527,1952746.7391304348,0
2022-01-03,2168229,42,1000002,49,102961,34,83990,31,16437,58,692740,80,4515,28,0,0,3376134,4220167.5,0
2022-01-04,2289352,45,1082360,53,104247,34,81978,30,17909,63,733369,84,4795,29,1,0,3580641,4262667.857142857,0
2022-01-05,2267942,44,1078511,53,98251,33,77579,29,18861,67,709060,82,4659,28,2,0,3545803,4324150.0,0
2022-01-06,2391176,46,1146904,56,103562,34,82567,31,18672,66,780026,90,4909,30,3,0,3747790,4164211.111111111,0
2022-01-07,2121941,41,880997,43,90207,30,73067,27,14203,50,559774,64,3628,22,4,0,3184043,4975067.1875,0
2022-01-08,1486065,55,631341,53,51707,53,46428,36,9126,63,641533,84,1672,41,5,1,2226339,2650403.5714285714,0
2022-01-09,1102472,53,475438,52,43383,52,35309,39,7916,59,567494,83,1210,44,6,1,1665728,2006901.204819277,0
2022-01-10,2347323,46,1147341,56,116463,39,90220,34,18268,65,762712,88,4954,30,0,0,3724569,4232464.7727272725,0
2022-01-11,2266378,44,1040581,51,104378,35,81438,30,17388,61,753381,87,4655,28,1,0,3514818,4040020.6896551726,0
2022-01-12,2459224,48,1179931,58,111022,37,86050,32,19679,70,784901,90,5024,31,2,0,3860930,4289922.222222222,0
2022-01-13,2524197,49,1218552,60,112519,37,87672,33,19918,70,821641,95,5132,31,3,0,3967990,4176831.5789473685,0
2022-01-14,2522972,49,1186647,58,109199,36,88634,33,18878,67,866901,100,4774,29,4,0,3931104,3931104.0,0
2022-01-15,1434676,53,573037,48,53410,55,45309,35,9510,66,703293,92,1449,35,5,1,2117391,2301511.9565217393,0
2022-01-16,1165626,56,456257,50,43578,53,38025,42,8545,63,621361,91,1140,42,6,1,1713171,1882605.4945054944,0
2022-01-17,1600048,77,694066,76,98738,119,44075,49,8760,65,649397,95,2190,80,0,0,2447877,2576712.6315789474,0
2022-01-18,2541044,49,1222195,60,125615,42,100364,37,19389,69,815605,94,5381,33,1,0,4013988,4270200.0,0
2022-01-19,2642129,51,1286788,63,121249,40,96281,36,21111,75,829778,95,5598,34,2,0,4173156,4392795.7894736845,0
2022-01-20,2545486,49,1181953,58,112595,37,88196,33,18616,66,766608,88,5031,31,3,0,3951877,4490769.318181818,0
2022-01-21,2565781,50,1151816,56,113474,38,91079,34,19079,67,864079,99,4748,29,4,0,3945977,3985835.353535353,0
2022-01-22,1583650,58,655490,55,59412,61,53737,41,10455,72,735629,96,1642,40,5,1,2364386,2462902.083333333,0
2022-01-23,1245716,60,529115,58,48672,59,43647,48,9446,70,685007,100,1245,45,6,1,1877841,1877841.0,0
2022-01-24,2536827,49,1244112,61,127750,42,100520,37,19472,69,791390,91,5188,32,0,0,4033869,4432823.076923077,0
2022-01-25,2701246,53,1308979,64,124499,41,98859,37,21233,75,817021,94,5625,34,1,0,4260441,4532384.042553192,0
2022-01-26,2711803,53,1266798,62,118625,39,96253,36,21033,74,833936,96,5197,32,2,0,4219709,4395530.208333334,0
2022-01-27,2724979,53,1275573,62,119039,39,95748,36,20934,74,869615,100,5271,32,3,0,4241544,4241544.0,0
2022-01-28,2703403,53,1208092,59,120912,40,96409,36,20115,71,866261,100,4994,30,4,0,4153925,4153925.0,0
2022-01-29,999347,37,271959,23,8142,8,22016,17,5353,37,174348,23,852,21,5,1,1307669,5685517.391304348,0
2022-01-30,1262477,60,460299,50,47852,58,45002,50,5974,44,506466,74,1233,45,6,1,1822837,2463293.2432432435,0
2022-01-31,2575762,50,1139164,56,132248,44,109718,41,18400,65,777628,89,4968,30,0,0,3980260,4472202.247191011,0
2022-02-01,2635083,49,1127084,52,135255,45,111424,41,20357,69,804390,91,4993,31,1,0,4034196,4433182.417582418,0
2022-02-02,2940152,54,1314898,61,140059,46,110996,41,22427,76,846701,96,5830,36,2,0,4534362,4723293.75,0
2022-02-03,2914198,54,1304726,61,126901,42,104093,39,22325,76,853193,97,5750,36,3,0,4477993,4616487.628865979,0
2022-02-04,2725725,50,1176367,55,117899,39,94290,35,18557,63,781068,88,5072,31,4,0,4137910,4702170.454545454,0
2022-02-05,1792780,63,726750,57,61201,65,61496,47,11377,70,775134,93,1835,43,5,1,2655439,2855310.7526881723,0
2022-02-06,1323892,60,558211,57,51472,66,48395,53,10621,63,744779,99,1388,49,6,1,1993979,2014120.202020202,0
2022-02-07,2784230,51,1297024,60,136455,45,111297,41,21120,72,809094,92,5711,35,0,0,4355837,4734605.434782608,0
2022-02-08,3016648,56,1387432,64,141653,47,119190,44,22667,77,851665,96,6254,39,1,0,4693844,4889420.833333334,0
2022-02-09,3088775,57,1421706,66,143673,47,115341,43,23863,81,868057,98,6297,39,2,0,4799655,4897607.142857143,0
2022-02-10,3112489,57,1423775,66,143062,47,115707,43,23341,79,905812,103,6362,39,3,0,4824736,4684209.708737864,0
2022-02-11,3015472,56,1348189,63,131038,43,110674,41,22608,77,939270,106,5570,34,4,0,4633551,4371274.528301887,0
2022-02-12,2026308,71,820629,65,71709,77,71813,55,13376,82,867255,104,2295,54,5,1,3006130,2890509.615384615,0
2022-02-13,1349864,62,510307,52,50534,65,46395,51,10013,59,655107,87,1322,47,6,1,1968435,2262568.9655172415,0
2022-02-14,2907825,54,1272100,59,142507,47,113260,42,20812,71,862473,98,5803,36,0,0,4462307,4553374.489795919,0
2022-02-15,3030742,56,1340123,62,146607,48,119034,44,21922,74,873240,99,6447,40,1,0,4664875,4711994.94949495,0
2022-02-16,3100639,57,1406714,65,140431,46,115325,43,23513,80,875377,99,6337,39,2,0,4792959,4841372.7272727275,0
2022-02-17,3109956,57,1408571,65,141226,47,115718,43,23713,81,911310,103,6527,40,3,0,4805711,4665738.834951457,0
2022-02-18,2953785,54,1285978,60,129403,43,112030,42,21470,73,947650,107,5677,35,4,0,4508343,4213404.672897196,0
2022-02-19,1792136,62,723602,57,64696,69,66545,51,12171,75,813140,98,2108,49,5,1,2661258,2715569.387755102,0
2022-02-20,1477125,67,571789,59,55015,70,54863,60,11017,65,768971,102,1517,54,6,1,2171326,2128750.980392157,0
2022-02-21,1942267,89,873961,89,109882,141,63892,70,12500,74,816227,108,2781,99,0,0,3005283,2782669.4444444445,0
2022-02-22,2669508,49,1143526,53,135406,45,112764,42,19233,65,846877,96,5767,36,1,0,4086204,4256462.5,0
2022-02-23,2894245,53,1247209,58,140229,46,119188,44,23807,81,892767,101,6116,38,2,0,4430794,4386924.752475248,0
2022-02-24,2858146,53,1196924,56,132496,44,110395,41,21868,74,911720,103,5879,36,3,0,4325708,4199716.504854369,0
2022-02-25,2575630,47,1027563,48,114658,38,90953,34,18740,64,794852,90,4544,28,4,0,3832088,4257875.555555556,0
2022-02-26,1824833,64,775358,61,71783,77,61573,47,12226,75,847294,102,2012,47,5,1,2747785,2693906.862745098,0
2022-02-27,1403227,64,604646,62,62913,81,51604,57,11337,67,802377,106,1523,54,6,1,2135250,2014386.7924528301,0
2022-02-28,2915786,54,1362855,63,134902,45,118572,44,21929,75,859177,97,6170,38,0,0,4560214,4701251.546391753,0
2022-03-01,3138181,56,1435834,64,165769,53,150787,55,22944,77,873348,95,6655,42,1,0,4920170,5179126.315789474,0
2022-03-02,3208166,58,1463263,65,159238,51,140945,51,24289,82,896503,97,6680,42,2,0,5002581,5157300.0,0
2022-03-03,3207495,58,1434851,64,152883,49,132506,48,23800,80,923154,100,6674,42,3,0,4958209,4958209.0,0
2022-03-04,3077537,55,1363159,61,145518,46,125143,45,22821,77,957694,104,5807,36,4,0,4739985,4557677.884615384,0
2022-03-05,1955535,64,812774,61,69010,64,70427,52,13269,78,865292,99,2116,42,5,1,2923131,2952657.5757575757,0
2022-03-06,1444501,63,600501,60,53034,61,52874,56,12557,71,787598,98,1550,49,6,1,2165017,2209201.0204081633,0
2022-03-07,2980920,54,1395540,62,153907,49,129784,47,22465,76,861409,93,6161,39,0,0,4688777,5041695.6989247305,0
2022-03-08,3244473,58,1456451,65,158652,51,138811,50,24076,81,894132,97,6923,43,1,0,5029386,5184934.020618557,0
2022-03-09,3113559,56,1338822,60,153393,49,129056,47,23477,79,832720,90,6200,39,2,0,4764507,5293896.666666667,0
2022-03-10,3339363,60,1476288,66,163931,52,140107,51,24515,82,945191,103,6914,43,3,0,5151118,5001085.436893203,0
2022-03-11,3195956,57,1419371,63,158985,51,135371,49,23736,80,986555,107,6150,39,4,0,4939569,4616419.626168224,0
2022-03-12,1663893,54,637601,48,51679,48,59927,44,10655,63,669502,77,1748,35,5,1,2425503,3150003.896103896,0
2022-03-13,1479406,65,590753,59,59964,69,57548,61,11491,65,792377,98,1524,48,6,1,2200686,2245597.9591836734,0
2022-03-14,3008800,54,1406578,63,159962,51,134093,49,22480,76,879699,95,6416,40,0,0,4738329,4987714.736842105,0
2022-03-15,3275906,59,1454522,65,171406,55,146786,53,24272,82,906028,98,7287,46,1,0,5080179,5183856.122448979,0
2022-03-16,3332335,60,1476356,66,168768,54,145085,53,25305,85,914284,99,7009,44,2,0,5154858,5206927.2727272725,0
2022-03-17,3175784,57,1350810,60,166884,53,135727,49,22946,77,888875,96,6768,42,3,0,4858919,5061373.958333334,0
2022-03-18,3275433,59,1402806,63,163169,52,137528,50,24019,81,978491,106,6288,39,4,0,5009243,4725700.9433962265,0
2022-03-19,2001839,65,820933,62,74087,69,73974,54,12877,76,872810,100,2050,40,5,1,2985760,2985760.0,0
2022-03-20,1656673,72,628693,63,67551,78,63818,68,12736,72,879711,109,1722,55,6,1,2431193,2230452.2935779816,0
2022-03-21,3034759,55,1418900,63,165487,53,134182,49,22229,75,880846,96,6367,40,0,0,4781924,4981170.833333334,0
2022-03-22,3276940,59,1471299,66,168328,54,144765,53,23948,81,891089,97,7082,44,1,0,5092362,5249857.731958763,0
2022-03-23,3275708,59,1438665,64,161202,51,138873,50,24574,83,891509,97,6540,41,2,0,5045562,5201610.30927835,0
2022-03-24,3212181,58,1373850,61,162392,52,134129,49,22998,77,900384,98,6513,41,3,0,4912063,5012309.183673469,0
2022-03-25,3218970,58,1397899,62,158528,51,133368,48,23274,78,967743,105,6075,38,4,0,4938114,4702965.714285714,0
2022-03-26,2024596,66,783499,59,71809,67,73933,54,13208,78,875353,101,2154,43,5,1,2969199,2939800.99009901,0
2022-03-27,1534056,67,628313,63,64950,75,58044,62,11809,67,830360,103,1602,51,6,1,2298774,2231819.4174757283,0
2022-03-28,2989874,54,1336330,60,153222,49,130886,47,22114,74,868259,94,6096,38,0,0,4638522,4934597.872340425,0
2022-03-29,3291883,59,1430099,64,163218,52,143870,52,23981,81,886086,96,6900,43,1,0,5059951,5270782.291666666,0
2022-03-30,3336073,60,1465351,65,164882,53,143216,52,24620,83,913063,99,6920,43,2,0,5141062,5192991.919191919,0
2022-03-31,3323135,60,1450363,65,164074,52,139602,51,24308,82,941530,102,6890,43,3,0,5108372,5008207.843137255,0
2022-04-01,3237107,58,1411421,65,145251,47,120557,42,24017,83,972802,103,5972,37,4,0,4944325,4800315.533980583,0
2022-04-02,2128435,67,879513,66,77205,68,80471,54,14382,86,893814,98,2484,49,5,1,3182490,3247438.775510204,0
2022-04-03,1463932,60,607152,61,58819,64,53761,52,12947,69,790600,91,1419,43,6,1,2198030,2415417.5824175826,0
2022-04-04,3127667,56,1447820,66,159541,51,135920,47,23746,82,899510,96,6676,41,0,0,4901370,5105593.75,0
2022-04-05,3356454,60,1484961,68,170140,55,150671,53,24873,86,904813,96,7089,44,1,0,5194188,5410612.5,0
2022-04-06,3311547,59,1403198,64,163830,53,142810,50,25103,87,890470,95,6569,40,2,0,5053057,5319007.368421053,0
2022-04-07,3307076,59,1379678,63,161276,52,140249,49,24107,83,901454,96,6636,41,3,0,5019022,5228147.916666666,0
2022-04-08,3347754,60,1443367,66,160905,52,140791,49,24488,85,998348,106,6342,39,4,0,5123647,4833629.245283019,0
2022-04-09,2190396,69,868945,65,81562,71,86611,58,13969,84,897690,98,66,1,5,1,3241549,3307703.0612244895,0
2022-04-10,1707748,70,667662,67,63204,69,66112,64,13935,75,850153,98,13,0,6,1,2518674,2570075.510204082,0
2022-04-11,3205728,57,1433226,66,161131,52,140224,49,23569,81,901316,96,6354,39,0,0,4970232,5177325.0,0
2022-04-12,3078069,55,1496004,68,172294,56,149369,52,25286,87,936334,100,7099,44,1,0,4928121,4928121.0,0
2022-04-13,3220964,58,1495891,68,163448,53,147043,51,25847,89,949712,101,6593,41,2,0,5059786,5009689.108910891,0
2022-04-14,3297697,59,1438990,66,162946,52,144335,50,25073,87,982717,104,6381,39,3,0,5075422,4880213.461538462,0
2022-04-15,2761532,50,1137728,52,166068,53,140217,49,20908,72,973156,103,4728,29,4,0,4231181,4107942.7184466016,0
2022-04-16,1986306,63,830874,62,89011,78,83725,56,13413,80,885536,97,2133,42,5,1,3005462,3098414.4329896905,0
2022-04-17,1512633,62,596619,60,71258,78,71704,70,14704,79,845418,98,1640,50,6,1,2268558,2314855.102040816,0
2022-04-18,2676254,48,1145261,52,154315,50,139151,49,20245,70,901207,96,5209,32,0,0,4140435,4312953.125,0
2022-04-19,2962130,53,1189960,54,168354,54,151518,53,22359,77,895086,95,5841,36,1,0,4500162,4737012.631578947,0
2022-04-20,3098046,56,1265823,58,171730,55,155674,54,24212,84,942383,100,6097,38,2,0,4721582,4721582.0,0
2022-04-21,3033422,54,1231047,56,165823,53,147535,51,23239,80,920202,98,5738,35,3,0,4606804,4700820.408163265,0
2022-04-22,2985684,54,1217380,56,157943,51,145606,51,22298,77,935779,99,5340,33,4,0,4534251,4580051.515151516,0
2022-04-23,2109188,67,844146,63,79436,70,89804,60,13459,81,907580,99,59,1,5,1,3136092,3167769.696969697,0
2022-04-24,1655860,68,648591,65,64842,71,67580,66,12927,69,875218,101,3,0,6,1,2449803,2425547.5247524753,0
2022-04-25,3026541,54,1415638,65,159569,51,138979,48,22370,77,883942,94,6322,39,0,0,4769419,5073850.0,0
2022-04-26,3281657,59,1453452,66,172171,55,153893,54,23800,82,897493,95,7024,43,1,0,5091997,5359996.842105263,0
2022-04-27,3432282,62,1500437,69,172613,56,153109,53,25229,87,934481,99,6903,43,2,0,5290573,5344013.131313131,0
2022-04-28,3404938,61,1468093,67,167300,54,146321,51,24321,84,968651,103,6765,42,3,0,5217738,5065765.048543689,0
2022-04-29,3257634,58,1429909,65,164944,53,136881,48,23421,81,994415,106,5900,36,4,0,5018689,4734612.264150944,0
2022-04-30,2108746,67,884540,66,82887,73,82838,56,14223,85,938739,103,2123,41,5,1,3175357,3082870.873786408,0
2022-05-01,1683953,70,676070,70,64630,66,62502,60,12976,76,870826,102,2694,77,6,1,2502825,2453750.0,0
2022-05-02,2732825,48,1176867,52,146394,46,126784,44,21695,74,883276,92,5425,31,0,0,4209990,4576076.0869565215,0
2022-05-03,3402882,60,1500109,66,177868,56,155261,54,24680,84,929868,97,7400,43,1,0,5268200,5431134.020618557,0
2022-05-04,3364902,59,1465639,64,168539,53,147078,51,25462,87,921590,96,6747,39,2,0,5178367,5394132.291666666,0
2022-05-05,3502522,61,1523580,67,174640,55,150087,52,25903,88,982930,102,7061,41,3,0,5383793,5278228.431372549,0
2022-05-06,3190556,56,1353750,60,154325,48,129417,45,23411,80,953902,99,5729,33,4,0,4857188,4906250.5050505055,0
2022-05-07,1842808,57,706551,51,72948,62,68612,46,13033,75,841086,88,1523,31,5,1,2705475,3074403.409090909,0
2022-05-08,1582133,66,630228,65,73703,76,73027,70,15375,90,891361,105,1449,41,6,1,2375915,2262776.1904761903,0
2022-05-09,3114506,54,1428758,63,163741,51,140940,49,22008,75,917036,95,6564,38,0,0,4876517,5133175.7894736845,0
2022-05-10,3412902,60,1504314,66,175823,55,158627,55,24148,82,933451,97,7176,41,1,0,5282990,5446381.443298969,0
2022-05-11,3440378,60,1514922,67,178061,56,156792,55,25548,87,948266,99,7159,41,2,0,5322860,5376626.262626263,0
2022-05-12,3430104,60,1495220,66,169543,53,149204,52,25158,86,981139,102,6866,39,3,0,5276095,5172642.156862745,0
2022-05-13,3252002,57,1410923,62,164843,52,140065,49,23539,80,998394,104,6050,35,4,0,4997422,4805213.461538462,0
2022-05-14,2149046,67,840921,60,89636,76,86652,58,13580,78,918398,96,69,1,5,1,3179904,3312400.0,0
2022-05-15,1760359,74,692876,72,76052,78,69705,67,13379,79,908702,107,5,0,6,1,2612376,2441472.8971962617,0
2022-05-16,3080043,54,1396300,61,163431,51,140702,49,22187,75,898690,93,5996,34,0,0,4808659,5170601.075268817,0
2022-05-17,3536021,62,1519740,67,182683,57,162082,57,24353,83,951399,99,7259,42,1,0,5432138,5487008.080808081,0
2022-05-18,3605606,63,1511142,66,182181,57,161135,56,25365,86,982156,102,6816,39,2,0,5492245,5384553.9215686275,0
2022-05-19,3467327,61,1426027,63,172517,54,149985,52,24271,83,983011,102,6790,39,3,0,5246917,5144036.274509804,0
2022-05-20,3271914,57,1396732,61,175666,55,146403,51,23767,81,1011794,105,6040,35,4,0,5020522,4781449.523809524,0
2022-05-21,2324245,72,883795,63,94322,80,92552,61,14985,87,983575,103,2530,52,5,1,3412429,3313037.8640776696,0
2022-05-22,1760638,74,683500,71,78635,81,72063,69,13279,78,920057,108,1863,53,6,1,2609978,2416646.296296296,0
2022-05-23,3111755,54,1431781,63,170546,53,151349,53,22696,77,943933,98,6356,37,0,0,4894483,4994370.408163265,0
2022-05-24,3378506,59,1488152,65,182570,57,163943,57,24560,84,942307,98,7023,40,1,0,5244754,5351789.795918368,0
2022-05-25,3426530,60,1493506,66,178124,56,158814,55,25418,86,959442,100,6862,39,2,0,5289254,5289254.0,0
2022-05-26,3341059,58,1464696,64,176469,55,148011,52,24866,85,1001574,104,6549,38,3,0,5161650,4963125.0,0
2022-05-27,3031130,53,1353398,60,167840,53,135294,47,22894,78,975898,101,5737,33,4,0,4716293,4669597.02970297,0
2022-05-28,1872775,58,788135,56,91250,77,77192,51,12805,74,833464,87,2191,45,5,1,2844348,3269365.5172413792,0
2022-05-29,1755236,73,701173,73,84784,87,76982,74,14490,85,891666,105,2276,65,6,1,2634941,2509467.619047619,0
2022-05-30,1694970,71,755616,78,80533,83,68206,66,10771,63,839398,98,2251,64,0,0,2612347,2665660.2040816327,0
2022-05-31,3176109,56,1426470,63,184088,58,163018,57,23778,81,968335,101,6634,38,1,0,4980097,4930789.108910891,0
2022-06-01,3381297,60,1465383,68,178742,54,159050,54,25586,87,943747,96,7084,44,2,0,5217142,5434522.916666666,0
2022-06-02,3351902,60,1433303,67,170537,51,151492,51,24764,85,959324,98,6783,42,3,0,5138781,5243654.081632653,0
2022-06-03,3283271,59,1431042,67,174500,52,153744,52,24838,85,1002106,102,6178,38,4,0,5073573,4974091.176470588,0
2022-06-04,2178024,68,904623,65,93431,76,92199,58,14409,83,957009,97,1844,36,5,1,3284530,3386113.4020618554,0
2022-06-05,1724983,66,691644,64,75675,77,74005,68,13955,77,865693,94,1361,35,6,1,2581623,2746407.4468085105,0
2022-06-06,3092181,55,1411725,66,167062,50,148152,50,22794,78,892799,91,6552,40,0,0,4848466,5327984.615384616,0
2022-06-07,3392224,60,1440940,67,185736,56,163756,55,25256,86,940766,96,7169,44,1,0,5215081,5432376.041666666,0
2022-06-08,3492805,62,1496144,70,181126,54,162417,55,26058,89,958676,97,7114,44,2,0,5365664,5531612.371134021,0
2022-06-09,3297157,59,1333103,62,179521,54,157460,53,25135,86,975009,99,6430,40,3,0,4998806,5049298.98989899,0
2022-06-10,3376125,60,1435660,67,187819,56,159223,54,25437,87,1028117,105,6304,39,4,0,5190568,4943398.095238095,0
2022-06-11,2231451,69,870550,62,117891,96,95108,60,14776,85,961805,98,1835,36,5,1,3331611,3399603.0612244895,0
2022-06-12,1674607,64,626471,58,80792,82,74580,68,13440,74,883990,96,1209,31,6,1,2471099,2574061.458333333,0
2022-06-13,3168681,56,1440429,67,174264,52,150375,51,23697,81,943626,96,6608,41,0,0,4964054,5170889.583333334,0
2022-06-14,3494822,62,1493761,69,191198,57,174340,59,25372,87,954427,97,7276,45,1,0,5386769,5553370.103092783,0
2022-06-15,3526802,63,1478668,69,192593,58,169462,57,26904,92,965644,98,7153,44,2,0,5401582,5511818.367346939,0
2022-06-16,3409624,61,1397317,65,190212,57,162513,55,25856,88,993952,101,6720,41,3,0,5192242,5140833.663366337,0
2022-06-17,3247379,58,1397243,65,187179,56,148590,50,24338,83,1036376,105,6036,37,4,0,5010765,4772157.142857143,0
2022-06-18,2186635,68,884050,63,106091,86,94130,59,15136,87,987511,100,2613,52,5,1,3288655,3288655.0000000005,0
2022-06-19,1725762,66,693231,64,90581,92,80654,74,15622,86,946443,102,1903,49,6,1,2607753,2556620.588235294,0
2022-06-20,2460659,94,1077190,99,167670,170,138080,127,15440,85,942148,102,4009,103,0,0,3863048,3787301.960784314,0
2022-06-21,3339793,60,1408052,66,190339,57,172400,58,25299,86,951906,97,7183,44,1,0,5143066,5302129.896907217,0
2022-06-22,3357113,60,1361456,63,178850,54,164196,56,25774,88,937068,95,6910,43,2,0,5094299,5362420.0,0
2022-06-23,3407485,61,1382605,64,188546,57,169144,57,25286,86,1004103,102,6716,41,3,0,5179782,5078217.647058824,0
2022-06-24,3296412,59,1331442,62,187818,56,161647,55,24414,83,1035312,105,6066,37,4,0,5007799,4769332.3809523815,0
2022-06-25,2286963,71,888953,63,106000,86,102466,65,15274,88,994834,101,50,1,5,1,3399706,3366045.544554455,0
2022-06-26,2011977,77,696910,64,102452,104,99103,91,14574,81,962670,104,618,16,6,1,2925634,2813109.615384615,0
