date,service,total_ridership
2020-12-26,subway,879170.0
2020-12-27,access_a_ride,9457.0
2020-12-27,bridges_and_tunnels,594862.0
2020-12-27,bus,474033.0
2020-12-27,lirr,34432.0
2020-12-27,metro_north,20470.0
2020-12-27,staten_island_railway,901.0
2020-12-27,subway,760350.0
2020-12-28,access_a_ride,18820.0
2020-12-28,bridges_and_tunnels,743305.0
2020-12-28,bus,922336.0
2020-12-28,lirr,81566.0
2020-12-28,metro_north,41012.0
2020-12-28,staten_island_railway,3027.0
2020-12-28,subway,1510168.0
2020-12-29,access_a_ride,19717.0
2020-12-29,bridges_and_tunnels,759864.0
2020-12-29,bus,930711.0
2020-12-29,lirr,78904.0
2020-12-29,metro_north,39416.0
2020-12-29,staten_island_railway,3097.0
2020-12-29,subway,1555198.0
2020-12-30,access_a_ride,20922.0
2020-12-30,bridges_and_tunnels,799839.0
2020-12-30,bus,948194.0
2020-12-30,lirr,79298.0
2020-12-30,metro_north,40962.0
2020-12-30,staten_island_railway,2990.0
2020-12-30,subway,1582486.0
2020-12-31,access_a_ride,17167.0
2020-12-31,bridges_and_tunnels,704297.0
2020-12-31,bus,792993.0
2020-12-31,lirr,75157.0
2020-12-31,metro_north,39947.0
2020-12-31,staten_island_railway,2162.0
2020-12-31,subway,1274984.0
2021-01-01,access_a_ride,5960.0
2021-01-01,bridges_and_tunnels,445950.0
2021-01-01,bus,378288.0
2021-01-01,lirr,28977.0
2021-01-01,metro_north,14988.0
2021-01-01,staten_island_railway,805.0
2021-01-01,subway,613692.0
2021-01-02,access_a_ride,10450.0
2021-01-02,bridges_and_tunnels,624765.0
2021-01-02,bus,608686.0
2021-01-02,lirr,28879.0
2021-01-02,metro_north,23139.0
2021-01-02,staten_island_railway,1194.0
2021-01-02,subway,988418.0
2021-01-03,access_a_ride,9745.0
2021-01-03,bridges_and_tunnels,496494.0
2021-01-03,bus,413820.0
2021-01-03,lirr,20819.0
2021-01-03,metro_north,15546.0
2021-01-03,staten_island_railway,728.0
2021-01-03,subway,653187.0
2021-01-04,access_a_ride,20612.0
2021-01-04,bridges_and_tunnels,688045.0
2021-01-04,bus,964597.0
2021-01-04,lirr,71078.0
2021-01-04,metro_north,35679.0
2021-01-04,staten_island_railway,3260.0
2021-01-04,subway,1557977.0
2021-01-05,access_a_ride,21641.0
2021-01-05,bridges_and_tunnels,708610.0
2021-01-05,bus,990479.0
2021-01-05,lirr,70424.0
2021-01-05,metro_north,35805.0
2021-01-05,staten_island_railway,3392.0
2021-01-05,subway,1597518.0
2021-01-06,access_a_ride,22795.0
2021-01-06,bridges_and_tunnels,726679.0
2021-01-06,bus,996123.0
2021-01-06,lirr,70289.0
2021-01-06,metro_north,35857.0
2021-01-06,staten_island_railway,3260.0
2021-01-06,subway,1613629.0
2021-01-07,access_a_ride,21571.0
2021-01-07,bridges_and_tunnels,736609.0
2021-01-07,bus,989097.0
2021-01-07,lirr,69695.0
2021-01-07,metro_north,36344.0
2021-01-07,staten_island_railway,3149.0
2021-01-07,subway,1611099.0
2021-01-08,access_a_ride,21641.0
2021-01-08,bridges_and_tunnels,754548.0
2021-01-08,bus,982175.0
2021-01-08,lirr,68649.0
2021-01-08,metro_north,39102.0
2021-01-08,staten_island_railway,3017.0
2021-01-08,subway,1619242.0
2021-01-09,access_a_ride,12023.0
2021-01-09,bridges_and_tunnels,630790.0
2021-01-09,bus,643475.0
2021-01-09,lirr,26962.0
2021-01-09,metro_north,22332.0
2021-01-09,staten_island_railway,806.0
2021-01-09,subway,990412.0
2021-01-10,access_a_ride,9467.0
2021-01-10,bridges_and_tunnels,564543.0
2021-01-10,bus,501437.0
2021-01-10,lirr,23751.0
2021-01-10,metro_north,18076.0
2021-01-10,staten_island_railway,593.0
2021-01-10,subway,763097.0
2021-01-11,access_a_ride,21089.0
2021-01-11,bridges_and_tunnels,708058.0
2021-01-11,bus,966517.0
2021-01-11,lirr,72285.0
2021-01-11,metro_north,36015.0
2021-01-11,staten_island_railway,3123.0
2021-01-11,subway,1568207.0
2021-01-12,access_a_ride,21623.0
2021-01-12,bridges_and_tunnels,730831.0
2021-01-12,bus,997279.0
2021-01-12,lirr,71403.0
2021-01-12,metro_north,36563.0
2021-01-12,staten_island_railway,3297.0
2021-01-12,subway,1640428.0
2021-01-13,access_a_ride,22720.0
2021-01-13,bridges_and_tunnels,737859.0
2021-01-13,bus,996646.0
2021-01-13,lirr,70591.0
2021-01-13,metro_north,36488.0
2021-01-13,staten_island_railway,3160.0
2021-01-13,subway,1641652.0
2021-01-14,access_a_ride,21950.0
2021-01-14,bridges_and_tunnels,754071.0
2021-01-14,bus,1017757.0
2021-01-14,lirr,70937.0
2021-01-14,metro_north,37403.0
2021-01-14,staten_island_railway,3234.0
2021-01-14,subway,1647396.0
2021-01-15,access_a_ride,21819.0
2021-01-15,bridges_and_tunnels,788779.0
2021-01-15,bus,981817.0
2021-01-15,lirr,70180.0
2021-01-15,metro_north,41025.0
2021-01-15,staten_island_railway,2978.0
2021-01-15,subway,1627120.0
2021-01-16,access_a_ride,11654.0
2021-01-16,bridges_and_tunnels,631135.0
2021-01-16,bus,645625.0
2021-01-16,lirr,27116.0
2021-01-16,metro_north,22548.0
2021-01-16,staten_island_railway,1099.0
2021-01-16,subway,991500.0
2021-01-17,access_a_ride,9880.0
2021-01-17,bridges_and_tunnels,580771.0
2021-01-17,bus,504031.0
2021-01-17,lirr,24223.0
2021-01-17,metro_north,20269.0
2021-01-17,staten_island_railway,910.0
2021-01-17,subway,797654.0
2021-01-18,access_a_ride,14124.0
2021-01-18,bridges_and_tunnels,689251.0
2021-01-18,bus,766926.0
2021-01-18,lirr,68674.0
2021-01-18,metro_north,22337.0
2021-01-18,staten_island_railway,2141.0
2021-01-18,subway,1276978.0
2021-01-19,access_a_ride,21049.0
2021-01-19,bridges_and_tunnels,736254.0
2021-01-19,bus,1013616.0
2021-01-19,lirr,72565.0
2021-01-19,metro_north,36885.0
2021-01-19,staten_island_railway,3328.0
2021-01-19,subway,1635915.0
2021-01-20,access_a_ride,19281.0
2021-01-20,bridges_and_tunnels,712711.0
2021-01-20,bus,921371.0
2021-01-20,lirr,67925.0
2021-01-20,metro_north,35263.0
2021-01-20,staten_island_railway,2963.0
2021-01-20,subway,1575075.0
2021-01-21,access_a_ride,19925.0
2021-01-21,bridges_and_tunnels,760221.0
2021-01-21,bus,1007042.0
2021-01-21,lirr,71225.0
2021-01-21,metro_north,37003.0
2021-01-21,staten_island_railway,3258.0
2021-01-21,subway,1652842.0
2021-01-22,access_a_ride,20375.0
2021-01-22,bridges_and_tunnels,787474.0
2021-01-22,bus,1018584.0
2021-01-22,lirr,71317.0
2021-01-22,metro_north,40981.0
2021-01-22,staten_island_railway,3174.0
2021-01-22,subway,1672001.0
2021-01-23,access_a_ride,10536.0
2021-01-23,bridges_and_tunnels,640381.0
2021-01-23,bus,619673.0
2021-01-23,lirr,27942.0
2021-01-23,metro_north,22216.0
2021-01-23,staten_island_railway,1114.0
2021-01-23,subway,997551.0
2021-01-24,access_a_ride,8317.0
2021-01-24,bridges_and_tunnels,560522.0
2021-01-24,bus,458203.0
2021-01-24,lirr,23974.0
2021-01-24,metro_north,17881.0
2021-01-24,staten_island_railway,821.0
2021-01-24,subway,741139.0
2021-01-25,access_a_ride,19991.0
2021-01-25,bridges_and_tunnels,727393.0
2021-01-25,bus,978987.0
2021-01-25,lirr,73131.0
2021-01-25,metro_north,36509.0
2021-01-25,staten_island_railway,3226.0
2021-01-25,subway,1592468.0
2021-01-26,access_a_ride,18115.0
2021-01-26,bridges_and_tunnels,653068.0
2021-01-26,bus,911579.0
2021-01-26,lirr,68237.0
2021-01-26,metro_north,34574.0
2021-01-26,staten_island_railway,2965.0
2021-01-26,subway,1550953.0
2021-01-27,access_a_ride,19841.0
2021-01-27,bridges_and_tunnels,740154.0
2021-01-27,bus,1004792.0
2021-01-27,lirr,70353.0
2021-01-27,metro_north,35635.0
2021-01-27,staten_island_railway,3098.0
2021-01-27,subway,1660278.0
2021-01-28,access_a_ride,20139.0
2021-01-28,bridges_and_tunnels,768600.0
2021-01-28,bus,950205.0
2021-01-28,lirr,70023.0
2021-01-28,metro_north,37015.0
2021-01-28,staten_island_railway,3208.0
2021-01-28,subway,1646806.0
2021-01-29,access_a_ride,19047.0
2021-01-29,bridges_and_tunnels,780131.0
2021-01-29,bus,812264.0
2021-01-29,lirr,65128.0
2021-01-29,metro_north,37760.0
2021-01-29,staten_island_railway,2646.0
2021-01-29,subway,1511680.0
2021-01-30,access_a_ride,10284.0
2021-01-30,bridges_and_tunnels,652550.0
2021-01-30,bus,566837.0
2021-01-30,lirr,26642.0
2021-01-30,metro_north,21229.0
2021-01-30,staten_island_railway,811.0
2021-01-30,subway,942615.0
2021-01-31,access_a_ride,8616.0
2021-01-31,bridges_and_tunnels,573512.0
2021-01-31,bus,427945.0
2021-01-31,lirr,23091.0
2021-01-31,metro_north,17531.0
2021-01-31,staten_island_railway,620.0
2021-01-31,subway,722853.0
2021-02-01,access_a_ride,12202.0
2021-02-01,bridges_and_tunnels,156759.0
2021-02-01,bus,337228.0
2021-02-01,lirr,8611.0
2021-02-01,metro_north,12093.0
2021-02-01,staten_island_railway,954.0
2021-02-01,subway,583230.0
2021-02-02,access_a_ride,8155.0
2021-02-02,bridges_and_tunnels,311607.0
2021-02-02,bus,543073.0
2021-02-02,lirr,22756.0
2021-02-02,metro_north,22258.0
2021-02-02,staten_island_railway,1517.0
2021-02-02,subway,1005985.0
2021-02-03,access_a_ride,16869.0
2021-02-03,bridges_and_tunnels,656614.0
2021-02-03,bus,949695.0
2021-02-03,lirr,69068.0
2021-02-03,metro_north,36347.0
2021-02-03,staten_island_railway,3057.0
2021-02-03,subway,1702598.0
2021-02-04,access_a_ride,20328.0
2021-02-04,bridges_and_tunnels,742193.0
2021-02-04,bus,1033791.0
2021-02-04,lirr,71341.0
2021-02-04,metro_north,37590.0
2021-02-04,staten_island_railway,3381.0
2021-02-04,subway,1785833.0
2021-02-05,access_a_ride,20136.0
2021-02-05,bridges_and_tunnels,766091.0
2021-02-05,bus,1001775.0
2021-02-05,lirr,68866.0
2021-02-05,metro_north,40322.0
2021-02-05,staten_island_railway,3115.0
2021-02-05,subway,1741015.0
2021-02-06,access_a_ride,12020.0
2021-02-06,bridges_and_tunnels,689415.0
2021-02-06,bus,715717.0
2021-02-06,lirr,29248.0
2021-02-06,metro_north,25168.0
2021-02-06,staten_island_railway,1280.0
2021-02-06,subway,1148477.0
2021-02-07,access_a_ride,7115.0
2021-02-07,bridges_and_tunnels,340122.0
2021-02-07,bus,367095.0
2021-02-07,lirr,17110.0
2021-02-07,metro_north,14068.0
2021-02-07,staten_island_railway,736.0
2021-02-07,subway,652521.0
2021-02-08,access_a_ride,17786.0
2021-02-08,bridges_and_tunnels,701146.0
2021-02-08,bus,964007.0
2021-02-08,lirr,70984.0
2021-02-08,metro_north,36921.0
2021-02-08,staten_island_railway,3075.0
2021-02-08,subway,1639753.0
2021-02-09,access_a_ride,19386.0
2021-02-09,bridges_and_tunnels,682085.0
2021-02-09,bus,992290.0
2021-02-09,lirr,69548.0
2021-02-09,metro_north,34582.0
2021-02-09,staten_island_railway,3123.0
2021-02-09,subway,1666467.0
2021-02-10,access_a_ride,22169.0
2021-02-10,bridges_and_tunnels,769088.0
2021-02-10,bus,1052021.0
2021-02-10,lirr,71257.0
2021-02-10,metro_north,36580.0
2021-02-10,staten_island_railway,3284.0
2021-02-10,subway,1750121.0
2021-02-11,access_a_ride,20144.0
2021-02-11,bridges_and_tunnels,755367.0
2021-02-11,bus,1005348.0
2021-02-11,lirr,70196.0
2021-02-11,metro_north,37230.0
2021-02-11,staten_island_railway,3148.0
2021-02-11,subway,1714656.0
2021-02-12,access_a_ride,20165.0
2021-02-12,bridges_and_tunnels,803912.0
2021-02-12,bus,965421.0
2021-02-12,lirr,72130.0
2021-02-12,metro_north,42228.0
2021-02-12,staten_island_railway,2823.0
2021-02-12,subway,1706430.0
2021-02-13,access_a_ride,11669.0
2021-02-13,bridges_and_tunnels,666722.0
2021-02-13,bus,656637.0
2021-02-13,lirr,29284.0
2021-02-13,metro_north,25456.0
2021-02-13,staten_island_railway,1198.0
2021-02-13,subway,1092063.0
2021-02-14,access_a_ride,7835.0
2021-02-14,bridges_and_tunnels,551288.0
2021-02-14,bus,479319.0
2021-02-14,lirr,23392.0
2021-02-14,metro_north,20489.0
2021-02-14,staten_island_railway,863.0
2021-02-14,subway,858014.0
2021-02-15,access_a_ride,11437.0
2021-02-15,bridges_and_tunnels,641883.0
2021-02-15,bus,726412.0
2021-02-15,lirr,65652.0
2021-02-15,metro_north,21792.0
2021-02-15,staten_island_railway,1764.0
2021-02-15,subway,1218593.0
2021-02-16,access_a_ride,19126.0
2021-02-16,bridges_and_tunnels,726224.0
2021-02-16,bus,963223.0
2021-02-16,lirr,72718.0
2021-02-16,metro_north,36234.0
2021-02-16,staten_island_railway,3211.0
2021-02-16,subway,1627528.0
2021-02-17,access_a_ride,22336.0
2021-02-17,bridges_and_tunnels,821333.0
2021-02-17,bus,1061711.0
2021-02-17,lirr,74219.0
2021-02-17,metro_north,39205.0
2021-02-17,staten_island_railway,3349.0
2021-02-17,subway,1733160.0
2021-02-18,access_a_ride,15843.0
2021-02-18,bridges_and_tunnels,456327.0
2021-02-18,bus,725951.0
2021-02-18,lirr,57987.0
2021-02-18,metro_north,31747.0
2021-02-18,staten_island_railway,2521.0
2021-02-18,subway,1381886.0
2021-02-19,access_a_ride,14172.0
2021-02-19,bridges_and_tunnels,608152.0
2021-02-19,bus,809308.0
2021-02-19,lirr,64121.0
2021-02-19,metro_north,38307.0
2021-02-19,staten_island_railway,2707.0
2021-02-19,subway,1566021.0
2021-02-20,access_a_ride,10578.0
2021-02-20,bridges_and_tunnels,657045.0
2021-02-20,bus,679240.0
2021-02-20,lirr,30920.0
2021-02-20,metro_north,25729.0
2021-02-20,staten_island_railway,1381.0
2021-02-20,subway,1110589.0
2021-02-21,access_a_ride,9195.0
2021-02-21,bridges_and_tunnels,605395.0
2021-02-21,bus,516715.0
2021-02-21,lirr,25208.0
2021-02-21,metro_north,19844.0
2021-02-21,staten_island_railway,956.0
2021-02-21,subway,836095.0
2021-02-22,access_a_ride,19015.0
2021-02-22,bridges_and_tunnels,691608.0
2021-02-22,bus,927414.0
2021-02-22,lirr,69741.0
2021-02-22,metro_north,35468.0
2021-02-22,staten_island_railway,3079.0
2021-02-22,subway,1582054.0
2021-02-23,access_a_ride,20852.0
2021-02-23,bridges_and_tunnels,759850.0
2021-02-23,bus,1040398.0
2021-02-23,lirr,73492.0
2021-02-23,metro_north,37505.0
2021-02-23,staten_island_railway,3406.0
2021-02-23,subway,1730198.0
2021-02-24,access_a_ride,23223.0
2021-02-24,bridges_and_tunnels,797488.0
2021-02-24,bus,1099351.0
2021-02-24,lirr,74777.0
2021-02-24,metro_north,39124.0
2021-02-24,staten_island_railway,3546.0
2021-02-24,subway,1806306.0
2021-02-25,access_a_ride,22138.0
2021-02-25,bridges_and_tunnels,814611.0
2021-02-25,bus,1069420.0
2021-02-25,lirr,75030.0
2021-02-25,metro_north,39397.0
2021-02-25,staten_island_railway,3543.0
2021-02-25,subway,1798165.0
2021-02-26,access_a_ride,21911.0
2021-02-26,bridges_and_tunnels,851052.0
2021-02-26,bus,1065376.0
2021-02-26,lirr,76696.0
2021-02-26,metro_north,44410.0
2021-02-26,staten_island_railway,3359.0
2021-02-26,subway,1822812.0
2021-02-27,access_a_ride,11319.0
2021-02-27,bridges_and_tunnels,681969.0
2021-02-27,bus,635820.0
2021-02-27,lirr,28849.0
2021-02-27,metro_north,24256.0
2021-02-27,staten_island_railway,1324.0
2021-02-27,subway,1072932.0
2021-02-28,access_a_ride,8910.0
2021-02-28,bridges_and_tunnels,619960.0
2021-02-28,bus,491545.0
2021-02-28,lirr,23778.0
2021-02-28,metro_north,20086.0
2021-02-28,staten_island_railway,972.0
2021-02-28,subway,810071.0
2021-03-01,access_a_ride,20359.0
2021-03-01,bridges_and_tunnels,747909.0
2021-03-01,bus,1020837.0
2021-03-01,lirr,74430.0
2021-03-01,metro_north,36339.0
2021-03-01,staten_island_railway,3333.0
2021-03-01,subway,1696274.0
2021-03-02,access_a_ride,20640.0
2021-03-02,bridges_and_tunnels,763489.0
2021-03-02,bus,1024511.0
2021-03-02,lirr,75335.0
2021-03-02,metro_north,36611.0
2021-03-02,staten_island_railway,3472.0
2021-03-02,subway,1749511.0
2021-03-03,access_a_ride,22823.0
2021-03-03,bridges_and_tunnels,798577.0
2021-03-03,bus,1119137.0
2021-03-03,lirr,78770.0
2021-03-03,metro_north,39651.0
2021-03-03,staten_island_railway,3569.0
2021-03-03,subway,1846431.0
2021-03-04,access_a_ride,21727.0
2021-03-04,bridges_and_tunnels,807284.0
2021-03-04,bus,1078036.0
2021-03-04,lirr,78642.0
2021-03-04,metro_north,39730.0
2021-03-04,staten_island_railway,3456.0
2021-03-04,subway,1808744.0
2021-03-05,access_a_ride,21842.0
2021-03-05,bridges_and_tunnels,846071.0
2021-03-05,bus,1041408.0
2021-03-05,lirr,79104.0
2021-03-05,metro_north,45027.0
2021-03-05,staten_island_railway,3270.0
2021-03-05,subway,1825915.0
2021-03-06,access_a_ride,11951.0
2021-03-06,bridges_and_tunnels,728236.0
2021-03-06,bus,696719.0
2021-03-06,lirr,37158.0
2021-03-06,metro_north,27276.0
2021-03-06,staten_island_railway,3.0
2021-03-06,subway,1167884.0
2021-03-07,access_a_ride,9843.0
2021-03-07,bridges_and_tunnels,662461.0
2021-03-07,bus,525930.0
2021-03-07,lirr,29306.0
2021-03-07,metro_north,21547.0
2021-03-07,staten_island_railway,58.0
2021-03-07,subway,894119.0
2021-03-08,access_a_ride,20685.0
2021-03-08,bridges_and_tunnels,767707.0
2021-03-08,bus,1039763.0
2021-03-08,lirr,79355.0
2021-03-08,metro_north,39763.0
2021-03-08,staten_island_railway,3344.0
2021-03-08,subway,1719586.0
2021-03-09,access_a_ride,22200.0
2021-03-09,bridges_and_tunnels,791512.0
2021-03-09,bus,1101988.0
2021-03-09,lirr,79269.0
2021-03-09,metro_north,40944.0
2021-03-09,staten_island_railway,3602.0
2021-03-09,subway,1834068.0
2021-03-10,access_a_ride,22774.0
2021-03-10,bridges_and_tunnels,804700.0
2021-03-10,bus,1104610.0
2021-03-10,lirr,78069.0
2021-03-10,metro_north,41488.0
2021-03-10,staten_island_railway,3625.0
2021-03-10,subway,1849077.0
2021-03-11,access_a_ride,22617.0
2021-03-11,bridges_and_tunnels,836773.0
2021-03-11,bus,1107502.0
2021-03-11,lirr,80398.0
2021-03-11,metro_north,42543.0
2021-03-11,staten_island_railway,3682.0
2021-03-11,subway,1881902.0
2021-03-12,access_a_ride,21724.0
2021-03-12,bridges_and_tunnels,873014.0
2021-03-12,bus,1092388.0
2021-03-12,lirr,82399.0
2021-03-12,metro_north,48553.0
2021-03-12,staten_island_railway,3507.0
2021-03-12,subway,1914465.0
2021-03-13,access_a_ride,11932.0
2021-03-13,bridges_and_tunnels,776744.0
2021-03-13,bus,730218.0
2021-03-13,lirr,38465.0
2021-03-13,metro_north,31500.0
2021-03-13,staten_island_railway,0.0
2021-03-13,subway,1257372.0
2021-03-14,access_a_ride,9732.0
2021-03-14,bridges_and_tunnels,673170.0
2021-03-14,bus,531754.0
2021-03-14,lirr,30405.0
2021-03-14,metro_north,22347.0
2021-03-14,staten_island_railway,0.0
2021-03-14,subway,923968.0
2021-03-15,access_a_ride,19986.0
2021-03-15,bridges_and_tunnels,774146.0
2021-03-15,bus,1023990.0
2021-03-15,lirr,79331.0
2021-03-15,metro_north,39529.0
2021-03-15,staten_island_railway,3264.0
2021-03-15,subway,1730024.0
2021-03-16,access_a_ride,20903.0
2021-03-16,bridges_and_tunnels,786996.0
2021-03-16,bus,1062179.0
2021-03-16,lirr,77672.0
2021-03-16,metro_north,40038.0
2021-03-16,staten_island_railway,3394.0
2021-03-16,subway,1798288.0
2021-03-17,access_a_ride,22323.0
2021-03-17,bridges_and_tunnels,808876.0
2021-03-17,bus,1103979.0
2021-03-17,lirr,81431.0
2021-03-17,metro_north,41682.0
2021-03-17,staten_island_railway,3465.0
2021-03-17,subway,1866414.0
2021-03-18,access_a_ride,20264.0
2021-03-18,bridges_and_tunnels,799478.0
2021-03-18,bus,1019472.0
2021-03-18,lirr,76532.0
2021-03-18,metro_north,39884.0
2021-03-18,staten_island_railway,3283.0
2021-03-18,subway,1771092.0
2021-03-19,access_a_ride,20357.0
2021-03-19,bridges_and_tunnels,863187.0
2021-03-19,bus,1083647.0
2021-03-19,lirr,80041.0
2021-03-19,metro_north,46605.0
2021-03-19,staten_island_railway,3331.0
2021-03-19,subway,1906749.0
2021-03-20,access_a_ride,12558.0
2021-03-20,bridges_and_tunnels,787777.0
2021-03-20,bus,768908.0
2021-03-20,lirr,41743.0
2021-03-20,metro_north,33068.0
2021-03-20,staten_island_railway,0.0
2021-03-20,subway,1307403.0
2021-03-21,access_a_ride,10358.0
2021-03-21,bridges_and_tunnels,735673.0
2021-03-21,bus,579358.0
2021-03-21,lirr,34693.0
2021-03-21,metro_north,26380.0
2021-03-21,staten_island_railway,0.0
2021-03-21,subway,1013386.0
2021-03-22,access_a_ride,20427.0
2021-03-22,bridges_and_tunnels,788542.0
2021-03-22,bus,1095241.0
2021-03-22,lirr,84171.0
2021-03-22,metro_north,43281.0
2021-03-22,staten_island_railway,3646.0
2021-03-22,subway,1801438.0
2021-03-23,access_a_ride,21590.0
2021-03-23,bridges_and_tunnels,810243.0
2021-03-23,bus,1133504.0
2021-03-23,lirr,83106.0
2021-03-23,metro_north,41654.0
2021-03-23,staten_island_railway,3727.0
2021-03-23,subway,1879574.0
2021-03-24,access_a_ride,21651.0
2021-03-24,bridges_and_tunnels,794315.0
2021-03-24,bus,1075968.0
2021-03-24,lirr,79590.0
2021-03-24,metro_north,40301.0
2021-03-24,staten_island_railway,3578.0
2021-03-24,subway,1828084.0
2021-03-25,access_a_ride,21763.0
2021-03-25,bridges_and_tunnels,847633.0
2021-03-25,bus,1127964.0
2021-03-25,lirr,83556.0
2021-03-25,metro_north,44105.0
2021-03-25,staten_island_railway,3747.0
2021-03-25,subway,1925768.0
2021-03-26,access_a_ride,20805.0
2021-03-26,bridges_and_tunnels,865970.0
2021-03-26,bus,1091753.0
2021-03-26,lirr,84436.0
2021-03-26,metro_north,49529.0
2021-03-26,staten_island_railway,3536.0
2021-03-26,subway,1938246.0
2021-03-27,access_a_ride,12900.0
2021-03-27,bridges_and_tunnels,841595.0
2021-03-27,bus,781981.0
2021-03-27,lirr,47484.0
2021-03-27,metro_north,38301.0
2021-03-27,staten_island_railway,0.0
2021-03-27,subway,1374266.0
2021-03-28,access_a_ride,9104.0
2021-03-28,bridges_and_tunnels,601860.0
2021-03-28,bus,459949.0
2021-03-28,lirr,28347.0
2021-03-28,metro_north,21000.0
2021-03-28,staten_island_railway,0.0
2021-03-28,subway,807247.0
2021-03-29,access_a_ride,18543.0
2021-03-29,bridges_and_tunnels,763647.0
2021-03-29,bus,1002597.0
2021-03-29,lirr,86467.0
2021-03-29,metro_north,44240.0
2021-03-29,staten_island_railway,3378.0
2021-03-29,subway,1742162.0
2021-03-30,access_a_ride,21019.0
2021-03-30,bridges_and_tunnels,842154.0
2021-03-30,bus,1079381.0
2021-03-30,lirr,91258.0
2021-03-30,metro_north,46574.0
2021-03-30,staten_island_railway,3806.0
2021-03-30,subway,1881537.0
2021-03-31,access_a_ride,20374.0
2021-03-31,bridges_and_tunnels,833052.0
2021-03-31,bus,995873.0
2021-03-31,lirr,84850.0
2021-03-31,metro_north,43954.0
2021-03-31,staten_island_railway,3526.0
2021-03-31,subway,1808546.0
2021-04-01,access_a_ride,20490.0
2021-04-01,bridges_and_tunnels,856466.0
2021-04-01,bus,1030209.0
2021-04-01,lirr,77285.0
2021-04-01,metro_north,38466.0
2021-04-01,staten_island_railway,3434.0
2021-04-01,subway,1841815.0
2021-04-02,access_a_ride,18839.0
2021-04-02,bridges_and_tunnels,845252.0
2021-04-02,bus,958085.0
2021-04-02,lirr,79770.0
2021-04-02,metro_north,49308.0
2021-04-02,staten_island_railway,3070.0
2021-04-02,subway,1757698.0
2021-04-03,access_a_ride,12735.0
2021-04-03,bridges_and_tunnels,779701.0
2021-04-03,bus,750682.0
2021-04-03,lirr,47662.0
2021-04-03,metro_north,37706.0
2021-04-03,staten_island_railway,1503.0
2021-04-03,subway,1318461.0
2021-04-04,access_a_ride,11632.0
2021-04-04,bridges_and_tunnels,749910.0
2021-04-04,bus,519812.0
2021-04-04,lirr,40868.0
2021-04-04,metro_north,30673.0
2021-04-04,staten_island_railway,1066.0
2021-04-04,subway,950194.0
2021-04-05,access_a_ride,19970.0
2021-04-05,bridges_and_tunnels,832239.0
2021-04-05,bus,1088750.0
2021-04-05,lirr,87048.0
2021-04-05,metro_north,46156.0
2021-04-05,staten_island_railway,3431.0
2021-04-05,subway,1818703.0
2021-04-06,access_a_ride,21695.0
2021-04-06,bridges_and_tunnels,840351.0
2021-04-06,bus,1155101.0
2021-04-06,lirr,85757.0
2021-04-06,metro_north,45178.0
2021-04-06,staten_island_railway,3873.0
2021-04-06,subway,1942198.0
2021-04-07,access_a_ride,23469.0
2021-04-07,bridges_and_tunnels,858593.0
2021-04-07,bus,1172362.0
2021-04-07,lirr,85479.0
2021-04-07,metro_north,45747.0
2021-04-07,staten_island_railway,3809.0
2021-04-07,subway,1985370.0
2021-04-08,access_a_ride,22579.0
2021-04-08,bridges_and_tunnels,877834.0
2021-04-08,bus,1177833.0
2021-04-08,lirr,86715.0
2021-04-08,metro_north,47059.0
2021-04-08,staten_island_railway,3893.0
2021-04-08,subway,2013413.0
2021-04-09,access_a_ride,21978.0
2021-04-09,bridges_and_tunnels,895229.0
2021-04-09,bus,1144311.0
2021-04-09,lirr,87051.0
2021-04-09,metro_north,52445.0
2021-04-09,staten_island_railway,3686.0
2021-04-09,subway,2026724.0
2021-04-10,access_a_ride,12713.0
2021-04-10,bridges_and_tunnels,822112.0
2021-04-10,bus,790023.0
2021-04-10,lirr,45962.0
2021-04-10,metro_north,36629.0
2021-04-10,staten_island_railway,1500.0
2021-04-10,subway,1391245.0
2021-04-11,access_a_ride,9742.0
2021-04-11,bridges_and_tunnels,666435.0
2021-04-11,bus,504407.0
2021-04-11,lirr,32034.0
2021-04-11,metro_north,22933.0
2021-04-11,staten_island_railway,1020.0
2021-04-11,subway,899646.0
2021-04-12,access_a_ride,21192.0
2021-04-12,bridges_and_tunnels,793402.0
2021-04-12,bus,1087799.0
2021-04-12,lirr,83124.0
2021-04-12,metro_north,43563.0
2021-04-12,staten_island_railway,3418.0
2021-04-12,subway,1845836.0
2021-04-13,access_a_ride,22728.0
2021-04-13,bridges_and_tunnels,832482.0
2021-04-13,bus,1196355.0
2021-04-13,lirr,87182.0
2021-04-13,metro_north,46150.0
2021-04-13,staten_island_railway,3877.0
2021-04-13,subway,2012153.0
2021-04-14,access_a_ride,23462.0
2021-04-14,bridges_and_tunnels,852606.0
2021-04-14,bus,1199954.0
2021-04-14,lirr,86698.0
2021-04-14,metro_north,47970.0
2021-04-14,staten_island_railway,3810.0
2021-04-14,subway,2018126.0
2021-04-15,access_a_ride,21198.0
2021-04-15,bridges_and_tunnels,822207.0
2021-04-15,bus,1083083.0
2021-04-15,lirr,81762.0
2021-04-15,metro_north,44175.0
2021-04-15,staten_island_railway,3593.0
2021-04-15,subway,1906733.0
2021-04-16,access_a_ride,21632.0
2021-04-16,bridges_and_tunnels,889711.0
2021-04-16,bus,1157507.0
2021-04-16,lirr,87190.0
2021-04-16,metro_north,54355.0
2021-04-16,staten_island_railway,3591.0
